system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,.geo
000000000000000037e1_0,6753,6615,1595,2851,4723,5128,5294,5438,5803,5483,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037e3_0,2787,2124,779,1047,1394,1815,2105,2261,2338,2413,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037eb_0,5950,5671,2569,3349,4302,4586,4629,4757,5031,4834,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037ee_0,5733,5341,1469,2372,3475,3793,3984,4086,4143,3874,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037f3_0,2439,2180,552,703,889,970,981,1128,1247,1373,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037f4_0,4124,3212,1060,1441,1906,2202,2707,2905,3110,3217,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037f6_0,5816,5770,1769,2879,4221,4563,4603,4731,4932,4743,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037fb_0,4095,3065,990,1556,2274,2614,2707,2694,2737,2808,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037fd_0,1394,591,192,328,132,570,2283,3047,3265,3383,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003800_0,7249,7199,2183,3444,5039,5524,5593,5698,6122,5841,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003805_0,714,385,898,1018,827,1078,1427,1533,1483,1573,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003808_0,7154,6864,2117,3331,4881,5365,5534,5665,5882,5574,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003810_0,6635,6425,1723,2876,4456,4858,5025,5183,5387,5173,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003812_0,1123,445,13,131,41,405,1477,2673,2039,2625,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003815_0,4536,4839,1954,2595,3157,3342,3302,3384,3413,3376,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003818_0,5577,5522,1547,2404,3666,4034,4115,4295,4497,4334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000381d_0,4867,4093,981,1578,2827,3161,3277,3312,3374,3241,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000381f_0,2443,2146,707,855,993,1285,2040,2473,2586,2636,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003822_0,5914,5742,984,1791,3622,4092,4265,4477,4755,4610,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003825_0,6517,6360,1808,2822,4081,4516,4619,4813,4986,4757,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000382a_0,4187,3896,1007,1828,2848,3088,3203,3207,3287,3209,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003832_0,5644,4999,1324,2203,3647,4057,4180,4305,4418,4267,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000383a_0,6526,6470,1785,2714,4300,4684,4768,4923,5172,4980,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000383c_0,2024,1084,466,690,467,1084,2810,3254,3399,3676,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000384d_0,1617,846,183,378,268,738,1957,2338,2379,2565,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000384f_0,6874,6794,1904,3060,4727,5225,5278,5486,5685,5535,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003851_0,2375,1611,410,584,586,967,2214,2586,2749,2785,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003856_0,3774,2915,839,1152,1569,1913,2182,2401,2522,2656,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003859_0,6450,6414,1927,3059,4475,4868,4945,5127,5353,5249,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000385c_0,6121,5772,1502,2649,4142,4497,4621,4736,4955,4739,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000385e_0,2519,1878,677,886,996,1254,2032,2375,2467,2490,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003861_0,6599,6352,1710,2967,4547,4910,5053,5226,5452,5173,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000386b_0,3335,2459,762,1114,1348,1631,2376,2708,2771,2983,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000386e_0,4150,3580,2409,3011,3670,3801,3808,3682,3843,3783,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003871_0,6652,6518,1603,2874,4715,5066,5180,5303,5605,5420,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003873_0,2513,2382,1401,1628,1726,1951,2046,2197,2083,2282,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003876_0,7028,6499,1536,2730,4589,4973,5212,5290,5454,5153,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000387b_0,6386,6361,1830,2812,4268,4590,4696,4870,5139,4989,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000387e_0,5490,5005,1517,2334,3432,3755,3875,4003,4142,4038,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003890_0,7045,6577,1310,2312,4329,4828,5048,5233,5485,5320,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003891_0,1213,509,219,485,261,891,2482,2874,2955,3199,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003893_0,6497,6246,1208,2293,4163,4620,4754,4869,5037,4889,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003895_0,2743,2013,566,782,1045,1364,1748,2057,2020,2273,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003898_0,7377,6683,1840,3200,4731,5272,5489,5654,5848,5549,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038a0_0,6291,5829,1718,2796,4062,4463,4595,4744,4901,4748,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038a2_0,1240,507,81,242,91,468,1678,2091,2066,2434,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038a5_0,3811,3711,1447,1919,2282,2643,2630,2823,2648,2881,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038a8_0,6940,6198,1614,2985,4973,5413,5593,5604,6139,5875,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038ad_0,6362,5931,1397,2398,3951,4365,4613,4760,4827,4625,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038af_0,1389,597,238,402,200,591,2054,2834,3028,2912,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038b2_0,6368,6137,1760,2992,4447,4826,4871,5038,5333,5195,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038b5_0,6793,5946,2363,3520,4827,5251,5345,5485,5764,5632,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038b7_0,1776,761,162,526,228,994,2878,3253,3529,3572,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038ba_0,6725,6296,1735,2871,4763,5283,5412,5557,5726,5514,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038c2_0,6901,6579,1874,2959,4613,5057,5192,5307,5440,5227,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038c4_0,3462,2330,778,1195,1612,2028,2388,2666,2816,3037,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038c7_0,5588,5562,2301,3038,4040,4377,4354,4444,4522,4474,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038ca_0,6829,6558,1289,2310,4355,4845,4998,5189,5377,5321,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038cf_0,6866,6332,1358,2417,4099,4571,4812,4967,5108,4974,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038d4_0,5095,4712,1771,2376,3316,3596,3631,3753,3912,3766,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038dc_0,3412,3256,1374,2057,2558,2540,2664,2673,3045,2851,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038dd_0,1695,889,313,529,333,846,2294,2633,2717,2859,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038df_0,6282,6072,2206,3323,4606,4928,4977,5074,5366,5141,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038e4_0,2945,2716,838,1300,1969,2026,2173,2226,2399,2350,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038e6_0,1560,650,210,483,250,774,2739,3685,3632,3856,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038e9_0,6434,6387,1844,2950,4290,4672,4749,4936,5170,5067,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038ea_0,1606,655,140,393,178,758,2677,3187,3309,3582,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038f1_0,7095,6887,1966,3206,4903,5293,5422,5601,5844,5619,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038f9_0,6323,5790,1678,2737,4095,4445,4570,4765,4892,4721,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038fb_0,1044,409,123,261,143,438,1660,1967,1959,2225,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038fe_0,2496,2364,844,1088,1436,1542,1610,1724,1841,1884,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003901_0,7085,6659,1748,3071,5070,5494,5648,5790,6128,5849,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003906_0,6221,5726,1090,2061,3867,4348,4559,4626,4678,4421,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003908_0,1964,1196,801,1053,817,1367,2505,2934,3077,3095,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000390b_0,7067,7150,1043,1892,4120,4739,4922,5183,5505,5406,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000390e_0,5705,5304,1677,2540,3676,4133,4127,4252,4310,4255,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003910_0,1413,768,545,798,769,1164,1792,2054,2017,2202,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003913_0,5521,5066,2252,3121,4203,4471,4487,4586,4837,4496,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003914_0,2012,963,356,647,424,949,3093,3951,3996,4228,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000391d_0,993,366,126,205,96,343,1331,1817,1913,2063,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003920_0,6429,6205,2024,3000,4385,4748,4876,4982,5176,5019,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003923_0,6899,6772,1409,2430,4445,4913,5069,5248,5495,5262,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003925_0,1817,1352,921,1007,998,1312,1700,1949,1934,1928,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003928_0,7398,6960,1847,3042,4766,5297,5408,5593,5732,5590,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003930_0,6901,6268,1584,2805,4386,4833,5028,5179,5313,5083,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003936_0,1701,746,162,402,224,765,2377,2992,3041,3178,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003938_0,7253,6588,1731,3222,5403,5846,5931,6121,6462,6134,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000393d_0,3823,2811,1137,1790,2580,2780,2814,2978,3019,2975,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003942_0,6073,6089,1857,2983,4357,4733,4805,4888,5102,5038,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003947_0,2587,1704,658,857,1051,1411,1727,1862,1987,2249,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000394a_0,4576,4196,2022,2738,3524,3749,3763,3832,3948,3748,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003954_0,2480,1562,427,775,676,1310,2455,2689,2786,3019,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003957_0,5934,5961,2332,3205,4269,4623,4616,4719,4787,4704,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000395a_0,7467,7198,1704,2930,5049,5631,5779,5959,6162,6023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000395f_0,6807,6477,1402,2582,4513,4970,5183,5311,5409,5184,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003964_0,6285,5420,2375,3233,4502,4920,4943,5062,5200,5130,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000396c_0,4769,4782,1927,2642,3289,3705,3577,3707,3627,3610,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000396d_0,4025,3463,1475,2011,2721,3165,3407,3627,3686,3660,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003974_0,5309,5242,1544,2422,3688,3996,4127,4259,4345,4202,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003976_0,1201,453,188,319,173,488,1906,2441,2694,2727,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003979_0,6552,6231,1835,2961,4387,4789,4928,5095,5415,5170,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000397a_0,1572,646,178,290,176,508,2086,2712,2789,2956,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000397c_0,7006,6829,1986,3163,4879,5308,5439,5588,5803,5580,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003981_0,7250,6645,1938,3299,4923,5416,5575,5724,5868,5672,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003989_0,6680,6005,1676,3013,4644,5031,5263,5333,5530,5289,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000398e_0,1748,1678,654,978,1085,1390,1556,1600,1649,1600,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003991_0,7404,7131,2267,3626,5530,6015,5979,6138,6501,6195,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003993_0,1740,1206,398,575,550,883,1516,1747,1828,2038,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003998_0,1511,997,425,685,774,1048,1451,1579,1739,1794,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000399b_0,6635,6669,1270,2227,4264,4811,4931,5104,5323,5303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000399e_0,5244,4883,1282,2033,3016,3388,3525,3670,3680,3648,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039a0_0,2053,1263,416,762,781,1356,2378,2738,2785,3001,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039a3_0,4627,4189,1208,1952,2935,3189,3310,3403,3479,3266,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039ab_0,6716,6071,1739,2899,4435,4936,5125,5216,5346,5123,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039ad_0,1686,698,177,461,180,763,2410,3140,2988,3283,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039b3_0,6993,6826,1521,2782,4735,5157,5291,5437,5666,5371,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039ba_0,2043,1163,322,611,457,1048,3099,3818,3697,3985,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039bd_0,5965,5930,1431,2411,3905,4152,4235,4717,4763,4407,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039c6_0,3459,2480,873,1143,1356,1781,2241,2452,2532,2732,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039cd_0,2987,2610,926,1325,1852,1987,2187,2224,2218,2364,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039cf_0,2161,970,200,408,223,719,2826,3817,3822,4307,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039d2_0,6176,5985,1974,3139,4432,4826,4921,4992,5220,5166,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039d3_0,1400,553,251,367,207,591,2346,3109,3292,3418,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039d5_0,7171,6438,1875,3255,4967,5425,5579,5731,6000,5671,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039d7_0,1349,648,159,370,239,696,1865,2215,2228,2439,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039e0_0,1208,469,176,310,138,588,2034,2632,2770,3056,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039e2_0,7216,6932,2020,3414,5098,5496,5658,5793,6030,5789,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039e4_0,2157,1182,450,680,587,1065,2345,2627,2657,3009,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039e7_0,2918,2803,989,1334,1694,1840,1850,1907,1956,1972,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039ea_0,7129,6996,2143,3420,5179,5630,5682,5828,6048,5895,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039ef_0,7735,7388,1914,3244,5227,5709,5846,6038,6097,6001,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039f4_0,6914,6792,1966,3269,5373,5691,5254,6017,6445,5984,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000039fc_0,3849,3734,1072,1557,2171,2367,2425,2613,2599,2597,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a04_0,6872,6549,1513,2570,3905,4305,4515,4729,4810,4614,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a06_0,2064,1246,334,459,578,911,1176,1544,1420,1901,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a09_0,6574,6322,1659,2670,4177,4679,4764,4937,5102,5022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a0c_0,6452,5968,1725,2865,4378,4768,4949,5103,5285,5092,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a0e_0,1883,938,324,515,379,874,2055,2424,2538,2656,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a11_0,7112,6476,1867,2996,4563,5040,5175,5385,5465,5309,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a19_0,6203,5089,1275,2202,3456,3820,3903,3988,4097,3903,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a1f_0,695,299,11,99,61,223,718,914,1075,1123,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a21_0,5083,4904,1300,2377,3741,4160,4187,4256,4419,4316,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a26_0,5907,5362,1173,2244,4071,4533,4750,4766,4909,4794,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a28_0,1982,889,199,484,224,908,2849,3306,3489,3634,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a2e_0,4763,4250,1363,2176,3068,3355,3506,3517,3631,3610,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a33_0,5504,5339,2025,2969,4131,4420,4466,4561,4737,4595,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a40_0,5728,5093,1492,2225,3455,3882,3960,4043,4041,4041,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a43_0,7475,7085,1671,2942,5149,5709,5854,6090,6257,6093,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a45_0,1997,1053,423,633,430,1003,2796,3327,3323,3525,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a48_0,7168,6414,1259,2187,4175,4684,4896,5024,5074,4864,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a50_0,6134,5348,1323,2381,3770,4236,4333,4416,4477,4367,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a55_0,2538,2410,774,1135,1523,1550,1654,1746,1900,1830,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a58_0,6506,6032,1558,2788,4465,4939,5039,5198,5493,5288,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a5d_0,6683,6519,1918,3138,5004,5434,5521,5613,5852,5629,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a62_0,7103,7082,2260,3552,5090,5559,5626,5801,5994,5863,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a65_0,7057,6409,2132,3622,5250,5635,5822,5900,6144,5870,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a67_0,2436,1647,469,611,651,1077,1680,1942,1938,2250,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a72_0,7299,6918,1909,3180,4914,5366,5566,5729,5952,5730,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a74_0,1514,652,114,327,139,685,2211,3109,3237,3401,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a77_0,3574,3041,1090,1549,1847,2256,2561,2949,2885,3039,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a7a_0,7416,6917,2639,4148,5734,6094,6220,6070,6494,6422,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a7f_0,7311,6730,1693,2938,4783,5241,5440,5510,5712,5458,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a84_0,7131,6973,1245,2236,4412,5042,5231,5491,5795,5724,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a87_0,3442,3062,842,1180,1582,1688,1733,1904,2206,2213,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a8d_0,1929,878,211,471,268,833,2760,3289,3353,3576,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a92_0,2433,1533,425,653,638,1031,1543,1767,1786,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a96_0,1938,1075,247,445,475,913,1528,1716,1923,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a99_0,7559,7304,1423,2426,4582,5205,5316,5557,5734,5650,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a9e_0,2506,1408,437,629,490,1182,2567,3001,3036,3362,"{""type"":""MultiPoint"",""coordinates"":[]}"
